Age,Job,Credit amount,Duration,Sex_male,Housing_own,Housing_rent,Saving accounts_moderate,Saving accounts_quite rich,Saving accounts_rich,Saving accounts_unknown,Checking account_moderate,Checking account_rich,Checking account_unknown,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others
28,2,2659,18,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
49,2,5801,12,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
33,2,6289,42,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
26,2,3577,9,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False
41,1,250,6,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
29,2,959,9,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
26,2,1715,30,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
67,2,1169,6,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
55,2,1555,12,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
63,2,1520,15,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
23,2,1275,10,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
24,1,3021,24,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
50,2,1574,12,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
20,2,1313,9,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
28,3,2606,21,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
27,1,4139,24,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
30,2,2002,12,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
55,3,9283,42,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
23,2,15672,48,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
33,2,1927,24,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
32,1,1442,18,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
42,1,1455,4,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
23,2,7127,36,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
30,2,1224,9,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
33,2,950,15,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
20,2,1577,11,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
29,2,3556,15,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
39,1,9436,54,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
40,3,1358,24,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
40,2,2675,22,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
60,2,2032,24,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
33,1,797,12,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
31,2,1532,15,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
23,2,3812,15,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
27,2,1053,15,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
28,2,776,12,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
26,2,2445,12,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False
26,2,2404,18,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
24,2,4605,48,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
53,2,2424,24,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
26,0,1778,15,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
22,2,3650,18,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
36,2,4165,18,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
52,3,2133,12,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
42,2,2577,12,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
27,3,14027,60,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
29,2,11816,45,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,2,2872,24,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
32,2,1530,18,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
68,3,14896,6,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
57,2,3622,30,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
24,2,1207,24,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
45,1,1750,6,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
37,2,1287,24,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
75,3,6615,24,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
39,2,1271,15,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
65,2,930,12,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
33,2,1851,24,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
29,2,2896,24,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
28,3,9398,36,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
30,3,2063,6,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
29,2,5179,36,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
49,2,1126,9,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
28,2,1323,6,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
63,2,6836,60,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,3,14179,39,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
31,2,3621,24,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
24,2,3016,12,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
22,2,1514,15,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
55,0,1190,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
40,2,3001,18,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
58,1,385,12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
23,1,1246,24,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
49,2,2964,24,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
26,3,3235,24,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
20,2,585,12,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
45,1,3049,18,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
35,1,1418,10,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False
28,2,4221,30,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23,2,1498,12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
34,3,2064,24,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
63,2,2924,24,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
23,2,4110,24,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
37,2,3676,6,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
36,3,12169,48,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False
26,1,1113,18,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
47,3,1209,6,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
39,1,426,6,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
29,2,3499,12,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
34,1,1837,24,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
56,2,4796,42,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
27,2,1295,18,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
27,1,1309,10,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
48,2,9277,24,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
66,1,766,12,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
43,2,4843,12,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
35,2,2753,9,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
39,1,2122,12,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
38,2,1924,10,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
28,2,1403,15,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
25,3,8065,36,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
27,1,802,14,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
24,2,6187,30,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
64,1,3832,9,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
31,2,9566,36,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
36,3,2366,12,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
31,2,2775,18,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
31,1,9857,36,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
33,1,727,12,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
28,2,1382,6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
47,2,3578,48,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
30,1,2028,24,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
28,2,2278,18,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
29,2,683,6,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
31,1,1521,10,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
36,3,1872,6,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
31,2,3430,24,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
33,1,2579,12,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
61,2,1512,15,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
60,3,6468,20,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False
49,1,3656,30,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
61,1,2767,21,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
39,3,11938,24,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
23,1,1048,10,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
63,1,1655,12,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
35,1,4679,24,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
40,2,1386,15,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
48,1,1795,18,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
27,0,750,18,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
34,2,1950,18,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
42,1,1544,4,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
23,2,448,6,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
38,2,3914,48,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
35,2,691,12,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
57,2,2225,36,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
35,1,4380,18,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
36,3,1278,24,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
31,2,6350,30,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
32,1,1301,18,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
44,1,4716,6,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
44,2,2375,24,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
22,2,1808,18,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
49,2,1092,12,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23,1,2520,27,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
61,2,1239,18,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
40,2,1585,24,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
26,2,4210,36,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
59,2,6416,48,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
33,2,2058,24,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
27,2,1995,12,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
44,2,10127,48,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
24,2,6560,48,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
22,2,2828,24,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
42,3,10366,60,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
30,2,3566,48,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
31,3,7582,48,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
46,1,2251,12,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
35,2,8858,48,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
37,2,1819,36,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
35,2,1680,12,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
33,2,3074,9,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
24,2,1554,6,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
21,2,886,12,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
21,2,2779,18,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
37,1,3565,12,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
30,3,1919,30,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
53,3,7865,12,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
46,3,7629,48,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
45,2,2303,24,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
48,2,1024,24,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
29,2,2171,12,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
60,2,2246,12,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
25,2,2238,18,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
27,2,8613,27,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
25,0,2473,18,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
27,2,1347,10,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
74,0,1299,6,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
24,2,2323,36,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
31,2,1449,6,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
28,2,3343,15,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
39,3,3249,36,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
27,1,1082,9,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21,1,6568,24,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,2,10297,48,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
29,2,3959,15,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
40,0,3590,18,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
24,1,626,12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
27,1,7418,60,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
33,2,3029,15,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
35,0,1549,9,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False
34,2,2825,24,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
22,2,3832,30,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
44,3,12579,24,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
37,2,2100,18,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
34,2,2622,18,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
20,2,1967,24,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24,3,7408,60,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
33,1,2384,36,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
31,2,1957,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
29,2,2743,28,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
63,2,781,10,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
45,3,8978,14,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
26,2,2812,24,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
32,2,4583,30,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
42,2,522,12,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
54,2,3051,48,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
23,3,1961,18,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
23,2,2146,10,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
21,2,3441,30,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False
